날짜,종목명,제목,점수,라벨링
2022-12-12,에스엠,"수익률 91%…SM 강타, 스톡옵션 주식 2200주 또 처분",0,0
2022-09-16,에스엠,"이수만 물러난다는 소식에, SM엔터 주가 18% 뛰었다",0,0
2022-12-31,에스엠,미국·일본…해외 신년 방송 장식하는 K팝,3,1
2022-02-25,에스엠,"SM엔터테인먼트, 2021년 창사 이래 최대 실적…처음으로 배당",1,1
2022-11-02,에스엠,"게임업체 컴투스, SM에 투자",1,1
2022-09-28,에스엠,"이수만 떠난 SM 주가 오르자…강타, 스톡옵션으로 대박",1,1
2022-09-10,에스엠,"도쿄돔서 울려퍼진 H.O.T의 ‘빛’... 강타, 보아부터 에스파, NCT까지 SM 총출동했네",1,1
2022-09-15,에스엠,"이수만, SM 음반 기획 손 뗄까...SM “프로듀싱 계약 종료 검토”",1,1
2022-06-12,에스엠,이수만‧사우디 장관 만남에 깜짝 등장한 ‘SM 이사’ 보아,1,1
2022-02-08,에스엠,“中 쇼트 금메달 기뻐” 에스파 닝닝 논란 후 SM 주가 출렁,-1,-1
2022-08-31,에스엠,SM 이수만이 건설회사 임원들 앞에서 연설한 까닭은?,0,0
2022-07-23,에스엠,SM서 소녀시대·엑소 만든 ‘아이돌 대모’ BTS 소속사로 옮겨 새 걸그룹 띄웠다,0,0
2022-11-10,에스엠,‘CD없는 앨범’ ‘콩기름 잉크 포토’… 팬들이 바꿔가는 친환경 K팝,2,1
2022-09-10,에스엠,"[아무튼, 주말] 색다른이야기#이준석#강타",0,0
2022-08-30,에스엠,3년 만에 도쿄돔에서 K-POP공연...日 전국에서 15만명 몰려,1,1
2022-08-15,에스엠,"
			디즈니 표절 논란 소녀시대 뮤비 속 세트…감독 “부끄럽고 죄송”
		",-1,-1
2022-07-22,에스엠,하이브 ‘민희진표 걸그룹’ 첫 공개...10대 풋풋함 담은 ‘뉴 진스’,2,1
2022-06-25,에스엠,외신들도 극찬한 이 동네 버스 정류장 “우리 區 작은 정책 전국 퍼질 때 희열”,0,0
2022-05-09,에스엠,마스크 벗고 떼창에… K팝 관련주도 꺄악~,0,0
2022-05-18,에스엠,“만지는 거 빼고 다 했다” 에스파 성희롱 이수만 모교생 결국…,0,0
2022-05-02,에스엠,이수만 모교서 봉변 당한 에스파…“만지는 거 빼고 다 했다”,0,0
2022-04-28,에스엠,"
			‘아이돌 손가락 욕’ 폭로 유튜버 결국 사과…“찬열에 피해 죄송”
		",-3,-1
2022-04-04,에스엠,CEO ‘폴더’ 사과에 걸그룹 사인까지…주총이 뭐길래,0,0
2022-03-09,에스엠,임영웅·현빈·손예진·이정재·정우성 1억씩 기부…산불 피해돕기 뜻 모아,1,1
2022-02-07,에스엠,"脫코로나 주식, 슬슬 시동 중?",0,0
2022-02-03,에스엠,K팝 배우러 오면 ‘한류 비자’ 내준다,1,1
2022-03-10,에스엠,"김희선·임영웅·영탁 등 산불 성금… 이수만·SM 5억, JYP엔터 3억",0,0
2022-11-30,에스엠,"LGD, 밟고 다녀도 멀쩡한 투명 OLED 첫 전시",1,1
2022-11-25,에스엠,"‘성폭력 혐의’ 前 엑소 멤버 크리스, 중국에서 징역 13년",-2,-1
2022-11-13,에스엠,"
			“욘사마가 사라졌다” 배용준 홈페이지, 매물로…연예계 은퇴하나
		",0,0
2022-11-08,에스엠,애도기간 끝났어도 조심스러운 마케팅… 대목맞이 할인행사만,1,1
2022-11-15,에스엠,[부음] 강신영 前 광주지방변호사회 회장 별세 외,0,0
2022-11-06,에스엠,“밀지 말라고 경고했는데…” NCT 127 콘서트장서 인니 관객 30명 실신,0,0
2022-10-30,에스엠,지자체 축제 줄줄이 취소... 기업·문화계도 핼러윈 행사 접기로,1,1
2022-10-16,에스엠,美 역사상 가장 큰 K팝 행사에 아이돌 절반이 ‘노쇼’… 무슨 일?,1,1
2022-09-27,에스엠,"사우디 오일머니, 한국에 쏟아진다",1,1
2022-08-27,에스엠,"10대 걸그룹 ‘뉴진스’, 가사 속 ‘성상품화·선정성’ 논란",-1,-1
2022-07-22,에스엠,"K팝 행동주의, “내 가수도 구하고 지구도 살리겠다”",0,0
2022-07-16,에스엠,한물갔다고? ‘군대썰’ 풀며 아재美 뿜뿜하는 그들이 돌아왔다,0,0
2022-06-30,에스엠,에스파 ‘ㄷ춤’ 추면 AI가 자세 교정... 이 앱 뭐지?,0,0
2022-07-07,에스엠,尹대통령이 개최한 재정회의...권오현·이수만 등 민간전문가도 참여,1,1
2022-07-07,에스엠,尹 “지난 5년 재정 크게 악화... 재정만능 환상서 벗어나야”,-1,-1
2022-06-17,에스엠,쓱닷컴 “연내 상장 안한다”… 폭락 증시에 IPO 기업들 패닉,-1,-1
2022-06-15,에스엠,“1990년 데뷔 듀오에 90년대생 팬이 몰리다니… 깜짝 놀랐죠”,1,1
2022-06-12,에스엠,"“간통했다면 스스로 감옥갈 것” 前 엑소 크리스, 체포 10개월 만에 재판",0,0
2022-05-17,에스엠,그 시절 우리가 좋아했던 ‘소녀시대’...8월 5년 만의 컴백,1,1
2022-06-10,에스엠,"“송해, 대중문화 예술인의 상징적 존재”",0,0
2022-06-10,에스엠,용산 미8군 무대·종로 음악감상실… 공간 중심으로 대중음악史 풀었어요,0,0
2022-05-06,에스엠,3년 근속하면 6개월 쉴 수 있는 회사가 있다?,0,0
2022-04-11,에스엠,[NOW] “제2 BTS 될래” 미국서 1만3000명 몰려,0,0
2022-04-04,에스엠,BTS·블랙핑크가 한국어 선생님… 아이돌 타고 ‘돌민정음’ 전세계로  [NOW],0,0
2022-04-27,에스엠,"
			“스쿠터 타고 출근하는데… 벤츠 G바겐 탄 아이돌이 손가락 욕 날려”
		",0,0
2022-04-19,에스엠,"
			2년 만에 돌아온 美 최대 음악축제 코첼라, K팝 스타 대거 진출
		",4,1
2022-03-03,에스엠,가요계 코로나 비상…샤이니 키‧세븐틴 호시‧블락비 피오 줄줄이 확진,-2,-1
2022-02-11,에스엠,"4세대 K팝 아이돌, 출발부터 세계 무대",1,1
2022-03-10,에스엠,"“천상의 목소리”로 불리던 英 신동, 태연 신곡 K팝 작곡가로",1,1
2022-02-17,에스엠,"카카오, 주식만 반토막 난 게 아니었네",0,0
2022-01-18,에스엠,[금주의 pick] 호그와트에서 온 초대장 외,0,0
2022-01-27,에스엠,슈주 최시원 “제가 스타트업에 투자해 얼마를 벌었나면요”,0,0
2022-01-23,에스엠,"강남 뺨 치는  강북 초고가 월세,  건물 진동에 안전점검한 아크로포레스트 2700만원 1위",0,0
2022-12-27,에스엠,"
			걸그룹 하나 만들기, 30억 든다
		",0,0
2022-11-14,에스엠,"
			배용준, 홈페이지 운영 중단에 은퇴설 “박수진과 하와이 거주”
		",0,0
2022-11-11,에스엠,"
			SM, 첫 지속가능경영보고서 발간…“최고의 문화콘텐츠 선보이는 것”
		",1,1
2022-09-21,에스엠,"
			'스맨파' 첫 탈락에 심사위원 향한 악플…보아 측 ""고소 준비""
		",-1,-1
2022-05-27,에스엠,"
			강타·정유미, 올가을에 결혼?…양측 ""결정된 바 없다""
		",-1,-1
2021-08-23,에스엠,"
			크러쉬·레드벨벳 조이 열애설 인정…“최근 호감 갖고 만나기 시작”
		",1,1
2021-05-06,에스엠,"
			SM A&amp;R직원, 엑소·보아 곡에 아내 작사가로 몰래 올려…“부적절 업무 징계”
		",0,0
2021-04-20,에스엠,"
			샤이니 태민, 5월 31일 입대한다…“나의 1막 돌이켜보는 느낌”
		",0,0
2020-12-27,에스엠,"
			태연, 라비와 열애설 부인 ""친한 선후배 사이""
		",0,0
2020-12-15,에스엠,"
			일간지 인턴기자 윤아냐, 서울청 특수팀 형사 설현이냐
		",0,0
2020-12-14,에스엠,"
			'김준수 출연' 청원에 KBS ""의사 안밝혔는데 어떻게 섭외해요""
		",1,1
2020-12-14,에스엠,"
			tvN '낮과밤' 설현 vs JTBC '허쉬' 윤아, 이번엔 누가 웃을까
		",0,0
2020-12-02,에스엠,"
			데뷔 20년 보아 “나훈아 선생님 무대 보고 반성…난 아기더라”
		",0,0
2020-12-01,에스엠,"
			데뷔 20주년 '아시아의 별' 보아 '""아직 아기…30주년이 목표""
		",2,1
2020-10-27,에스엠,"
			엑소 첸, 득녀 반년 만에 입대 ""더 성장하겠다""
		",-1,-1
2020-10-22,에스엠,"
			아이린 “어리석은 태도와 경솔한 언행으로 상처줬다”…갑질 인정
		",0,0
2020-09-25,에스엠,"
			슈퍼엠 “빌보드 1위로 데뷔 부담…어려운 시기 희망 되길”
		",1,1
2020-09-19,에스엠,"
			아직도 주말극 황태자로 보이니? ‘악의 꽃’으로 깨어난 김지훈
		",0,0
2020-09-08,에스엠,"
			수영·티파니·서현 빼고···소녀시대 멤버 다섯명 SM과 재계약
		",1,1
2020-07-20,에스엠,"
			샤이니 온유, 제대 ""좋은 모습으로 찾아뵙겠다""
		",0,0
2020-06-12,에스엠,"
			동방신기 최강창민 9월 결혼 “앞으로 인생 함께 하고픈 사람”
		",0,0
2020-05-18,에스엠,"
			BTS 정국 등 4명, 이태원 주점갔다 코로나 검사…소속사 사과
		",-2,-1
2020-05-15,에스엠,"
			다음달 결혼하는 이연희, 차기작은 7월 공개될 SF드라마
		",0,0
2020-04-29,에스엠,"
			슈퍼엠은 네이버 브이라이브, 트와이스는 유튜브 오리지널, 왜?
		",1,1
2020-03-26,에스엠,"
			유노윤호, 마스크 디자인 특허 출원…“음료 섭취 가능”
		",0,0
2020-03-18,에스엠,"
			대만계 미국인 엠버, 美 사재기에 ""살아남기 위해 서로 밟지 말자""
		",1,1
2020-02-20,에스엠,"
			'결혼 발표' 엑소 첸 탈퇴 요구에…SM ""멤버 변동 없다""
		",-1,-1
2020-02-04,에스엠,"
			강타·정유미, 열애 인정…SM “좋은 감정갖고 만나고 있다”
		",-1,-1
2020-01-13,에스엠,"
			엑소 첸 결혼 “소중한 인연 만나…결혼식은 비공개”
		",-1,-1
2019-12-30,에스엠,"
			최강창민, 데뷔 16년 만에 첫 공개연애…SM “상대는 비연예인”
		",2,1
2019-12-26,에스엠,"
			레드벨벳 웬디 낙상 사고…당분간 그룹 단독 무대 힘들다
		",0,0
2019-12-25,에스엠,"
			레드벨벳 웬디, SBS가요대전 리허설중 낙상…손목·골반 골절
		",0,0
2019-10-17,에스엠,"
			SM “설리, 마음속에 언제나 빛나는 별 됐다” 추모 글
		",0,0
2019-10-15,에스엠,"
			SM ""유족 뜻 따라, 설리 팬 16일까지 신촌세브란스서 조문 가능""
		",0,0
2019-10-14,에스엠,"
			설리 사망 소식에 김유정·슈주 행사 취소…구혜선·엠버 애도
		",-1,-1
2019-10-14,에스엠,"
			SM ""설리 사망, 믿기지 않고 비통…추측성 기사 자제부탁"" [공식입장]
		",-1,-1
2019-10-11,에스엠,"
			제시카, 미국서 K팝 다룬 소설 출간하며 작가 데뷔…영화화 진행 中
		",1,1
2019-08-06,에스엠,"
			강타, 연애사 논란에 결국 뮤지컬도 하차
		",0,0
2019-08-04,에스엠,"
			‘사생활 논란’ 강타 “변명 여지없이 내 불찰…깊이 반성”
		",-3,-1
2019-08-03,에스엠,"
			'사생활 논란' 강타, SM타운 日공연 불참 ""컨디션 난조""
		",-3,-1
2019-08-02,에스엠,"
			강타 ""이미 끝난 인연"" 해명 후 나온 우주안 입장
		",-1,-1
2022-12-30,에스엠,뉴진스 열흘만에 차트 1위…'밀리언 셀러' 기록 NCT드림 [더 차트],3,1
2022-12-12,에스엠,"수익률 91.4%'…강타, SM 주식으로 올해만 1억대 벌었다",0,0
2022-12-05,에스엠,태연·뉴진스 제쳤다…올해 유튜브서 최고 인기얻은 영상은,1,1
2022-11-21,에스엠,‘손 4개의 피아노 하모니’ 부산엑스포 유치 기원,1,1
2022-11-20,에스엠,‘기적의 연주’로 엑스포 부산 유치 기원...GMF 갈라콘서트 BIE 회원국 표심 겨눴다,1,1
2022-11-02,에스엠,“아티스트 발굴하고 곡 매칭해요” 방송사도 A&amp;R팀 시대,0,0
2022-11-01,에스엠,워너원ㆍ케플러ㆍ스맨파 숨은 조력자…방송사도 A&amp;R 시대,0,0
2022-10-30,에스엠,"이태원 참사' 여파에…SM, 오늘 핼러윈 파티 취소",-1,-1
2022-10-21,에스엠,이수만 없었다면…K팝 성공신화 있었을까 [이수만 연구],0,0
2022-10-16,에스엠,태연도 카이도 '노쇼'…LA K팝 콘서트 뒤집은 '비자 불발' 사태,1,1
2022-10-11,에스엠,[류영재의 ESG인사이트] 환경·사회(ES)가 먼저냐? 거버넌스(G)가 먼저냐,0,0
2022-10-06,에스엠,음원차트서 사라진 보이그룹…빅뱅만 살았다,0,0
2022-09-29,에스엠,“톱 찍고 땅밑까지 고꾸라져…'스맨파'서 기승전결 제일 확실”,1,1
2022-09-28,에스엠,"SM 주가 폭등에…강타, 두달만에 스톡옵션 80% 대박났다",0,0
2022-09-26,에스엠,블랙핑크 K팝 걸그룹 최초 빌보드 정상…점점 커지는 존재감,2,1
2022-09-22,에스엠,"낯선데 음반판매 1위, 독특한 보이그룹 NCT",0,0
2022-09-21,에스엠,NCT드림이 밀고 NCT127이 끈다…무한 확장하는 NCT 월드,0,0
2022-09-21,에스엠,노래·영화·드라마 3연타석 홈런…윤아의 전성시대,2,1
2022-09-20,에스엠,"공조2-빅마우스 동시히트…윤아 “15년간 꽃길만 걷진 않았죠""",0,0
2022-09-16,에스엠,"""이수만 물러나라"" 개미 이겼다…SM 주가 18% 급등시킨 소식",0,0
2022-09-12,에스엠,英 보수당 실세 무역특사 “새 원전 건설에 한국 참여 희망”,1,1
2022-09-11,에스엠,“주경기장 채울 수 있을까 걱정했지만…이제 NCT 드림 시대”,0,0
2022-09-03,에스엠,고무줄 바지'로 삼촌팬 성적 판타지 깼다…뉴진스 대박 비결,2,1
2022-08-22,에스엠,"영어 통번역사 ""뉴진스 미성년자인데…'쿠키' 성적 가사 경악""",0,0
2022-08-21,에스엠,58명 별들의 퍼포먼스 대방출…'슴덕 총집결' 수원 뜨거웠다,0,0
2022-08-15,에스엠,"소녀시대 MV 세트 표절 논란…감독 ""부끄럽고 죄송하다""",0,0
2022-08-10,에스엠,하이브 CEO 제친 '연봉 5억' 그녀…방시혁이 채온 민희진 누구,0,0
2022-08-10,에스엠,아이돌 성공 공식? 또 다른 역사는 ‘다름’이 만든다,1,1
2022-08-08,에스엠,"아미가 수백만장 사들인 BTS 앨범…""대중성의 뜻 달라졌다""",1,1
2022-08-08,에스엠,“우린 우리가 너무 좋아요” 데뷔 15년 다시 뭉친 소녀시대,1,1
2022-08-05,에스엠,5년만에 완전체로 돌아왔다…소녀시대가 밝힌 15년 장수 비결,1,1
2022-08-02,에스엠,"샤갈급 빛의 예술가, KAIST에 둥지 튼 까닭",0,0
2022-08-01,에스엠,"[단독]괴짜 KAIST 총장, 샤갈급 스테인드글라스 거장 모신 이유",0,0
2022-07-31,에스엠,"""티켓만 100만원 썼는데""…NCT드림 콘서트 연기 아닌 취소, 왜",0,0
2022-07-26,에스엠,SM학' 가르치는 K팝 학교…“시범 교육에 1200명 몰렸다”,0,0
2022-07-25,에스엠,"""로지·한유아가 미래 될 수 있다"" K팝 최전성기에 이런 전망",1,1
2022-07-22,에스엠,"소녀시대, f(x) 만든 'K팝 콘셉트 장인'…이번엔 뮤비부터 터졌다",1,1
2022-07-20,에스엠,"“한·중, 제도 다른 국가의 평화공존 모델”",0,0
2022-07-19,에스엠,"""한·중관계는 사회 제도가 다른 국가간 평화 공존의 롤 모델""",0,0
2022-07-11,에스엠,‘게임왕’ 권혁빈이 가상인간 ‘한유아’에 빠진 이유,0,0
2022-07-10,에스엠,크롭티 그녀 춤추자 700만뷰 터졌다…'게임왕' 홀린 단발女,0,0
2022-07-08,에스엠,"에스파, 데뷔 2년만에 밀리언셀러…글로벌 시장 공략에 박차",3,1
2022-07-07,에스엠,"국가재정전략회의 첫 주재한 尹 ""재정만능주의는 환상""",1,1
2022-07-01,에스엠,"LG전자, SM엔터 손잡고 홈트 앱 진출",2,1
2022-06-30,에스엠,“한혜진 잘 따라하고 있나 AI가 체크”…LG-SM 홈피트니스 맞손,0,0
2022-06-29,에스엠,떼창·응원봉·스밍·앨범깡…K팬덤 문화도 수출한다,0,0
2022-06-28,에스엠,"BTS 막내에 ""Maknae"" 부른다…해외팬 취향 저격한 K팬 놀이",0,0
2022-06-14,에스엠,키운 스타트업만 상장? 액셀러레이터도 IPO 나선다,0,0
2022-06-12,에스엠,이수만·사우디 장관 만남에 깜짝 등장…'SM 이사' 보아였다,2,1
2022-06-11,에스엠,"팬도 아이돌 그룹도 진화했다, 앞으로 K팝에 필요한 것은?",0,0
2022-06-07,에스엠,"미국 딱 기다려, 에스파 26일 LA에서 신곡 발표",3,1
2022-06-01,에스엠,"에스파 본격 글로벌 시장 공략, 워너 통해 신보 미국 동시 발매",4,1
2022-06-01,에스엠,"SM출신이 만든 하이브 여돌, 남미 겨냥한 CJ 보이그룹…몰려오는 대기업 ‘신인 아이돌’",1,1
2022-05-30,에스엠,한국인도 한국어 노래도 아닌데 'K-아이돌'…K팝 판뒤집은 이들,0,0
2022-05-27,에스엠,"요즘 아이돌 하나도 모르겠다는 당신, 이래서입니다",0,0
2022-05-26,에스엠,[부고] 김희경씨 外,0,0
2022-05-18,에스엠,"""만지는거 빼고 다했다""…에스파 성희롱글 경복고 학생 결말",0,0
2022-05-17,에스엠,"소녀시대, 8월 완전체 컴백 ‘데뷔 15주년 새 앨범 발매’",5,1
2022-05-14,에스엠,하이브 로고는 무슨 의미? [알려드립니다],0,0
2022-05-10,에스엠,상표권이 뭐길래…미국 음악축제에 몰래 등장한 2NE1,1,1
2022-05-09,에스엠,"""YG 허락 받아야""…2NE1, 美코첼라 비밀리에 등장한 까닭",0,0
2022-05-07,에스엠,광야·아이(æ)·플랫·나비스는 뭔가요?…심오한 SM 세계관 [알려드립니다],0,0
2022-05-05,에스엠,이수만 협찬품이 '걸그룹'…에스파 이전엔 레드벨벳 있었다,0,0
2022-05-03,에스엠,"""에스파 몸매 X된다""…'이수만 모교' 성희롱 결국 2차 사과문 왜",0,0
2022-05-02,에스엠,"에스파, 이수만 모교 찾았다가…난장판 된 고교 축제",1,1
2022-04-29,에스엠,“한류와 글로벌 K팝의 개척자”…LA 표지판에 새겨진 이수만 공로,2,1
2022-04-28,에스엠,"오토바이 여성에 손가락 욕? 찬열 측 ""허위 유포 강경대응""",-1,-1
2022-04-26,에스엠,"빌보드 꼽은 '음악산업 파워 플레이어', 하이브·SM 나란히",1,1
